title,difficulty,serves,rating,vegetarian,vegan,dairy_free,gluten_free,prep_time,cook_time,ingredients,ingredient,recipe_urls
Easy chocolate molten cakes,Easy,Makes 6,,TRUE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:20 mins,,"['100g butter; plus extra to grease', '100g dark chocolate; chopped', '150g light brown soft sugar', '3 large eggs', '½ tsp vanilla extract', '50g plain flour', 'single cream; to serve']",https://www.bbcgoodfood.com/recipes/vegetarian-pastitsio
Salted chocolate & hazelnut brownies,Easy,9-12 squares,,TRUE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:35 mins,,"['100g slightly salted butter; cut into small pieces; plus extra for the tin', '200g 70% dark chocolate; broken into chunks', 'chocolate and hazelnut spread', '3 eggs; beaten', '200g golden caster sugar', '150g plain flour', '100g toasted pecan nuts; roughly chopped', ' and caramel sauce; to serve']",https://www.bbcgoodfood.com/recipes/duck-ragu-pappardelle-swede
Jam doughnut pancakes,Easy,Serves 6,,TRUE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:30 mins,,"['2 eggs', '300ml milk', '250g self-raising flour', '2 tsp baking powder', '25g caster sugar', '50g unsalted butter; melted; plus extra for frying', '(about 75g) strawberry jam', 'granulated sugar; to serve']",https://www.bbcgoodfood.com/recipes/sausage-white-bean-casserole
No-bake PB&J cheesecake squares,Easy,Cuts into 9 squares,,FALSE,FALSE,FALSE,FALSE,Prep:25 mins,,,"['100g butter', 'digestive biscuits;', 'full-fat soft cheese', '100g icing sugar', '237g crunchy peanut butter', '1 tsp vanilla extract', '300ml double cream', 'cubes raspberry jelly;', '200g frozen raspberries; defrosted', '1 tbsp caster sugar']",https://www.bbcgoodfood.com/recipes/chorizo-orzo-sweetcorn-summer-stew
Chocolate truffle & honeycomb torte,Easy,Serves 12,,TRUE,FALSE,FALSE,FALSE,Prep:35 mins,,,"['x 40g chocolate-covered honeycomb bar', 'cornflakes', '500g dark chocolate (at least 70% cocoa solids); broken into small pieces', '3 tbsp golden syrup', '400ml double cream']",https://www.bbcgoodfood.com/recipes/spicy-beef-taco-bowl
Pistachio tiramisu,Easy,Serves 8,,TRUE,FALSE,FALSE,FALSE,Prep:35 mins,,,"['3 eggs; separated', '100g caster sugar', 'mascarpone', 'marsala', '150ml double cream', 'pistachio cream spread;', 'strong black coffee', 'amaretto', 'savoiardi sponge fingers', 'regular or slivered pistachios;']",https://www.bbcgoodfood.com/recipes/chicken-sweet-potato-pea-curry
Rum & raisin sponge pudding,Easy,plus optional soaking,,TRUE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:40 mins - 45 mins,,"['3 tbsp rum', 'raisins', '100g unsalted butter; melted and cooled slightly; plus extra for the baking dish', '200ml whole milk', '4 eggs', '275g self-raising flour', '1 tsp baking powder', '150g golden caster sugar', ' or ice cream; to serve', '150g light muscovado sugar', '4 tbsp rum']",https://www.bbcgoodfood.com/recipes/sardine-pasta-crunchy-parsley-crumbs
Treacle tart,Easy,Serves 10,,TRUE,FALSE,FALSE,FALSE,Prep:30 mins,Cook:1 hr and 5 mins,,"['250g plain flour', 'salt', '140g cold unsalted butter; cubed', '3 tbsp icing sugar', '2 medium egg yolks', 'cold water', '400g golden syrup', '1 ball stem ginger in syrup; finely chopped; plus 50g of the syrup ', '1 lemon; zested', '2 medium eggs; lightly beaten', 'fine fresh white breadcrumbs']",https://www.bbcgoodfood.com/recipes/roasted-aubergine-salad
Peach Melba pie,Easy,Serves 6-8,,TRUE,FALSE,FALSE,FALSE,Prep:30 mins,Cook:1 hr,,"['175g self-raising flour; plus extra for dusting', 'white spelt flour', '160g unsalted butter; chilled and cubed', '4 ripe peaches', '½ lemon; juiced', 'cornflour', '1 tsp vanilla extract', '3 tbsp light muscovado sugar', '1 tbsp runny blossom honey', '200g raspberries', '10g chilled butter', '1 egg; beaten', '2 tbsp demerara sugar', '  or whipped cream; to serve']",https://www.bbcgoodfood.com/recipes/lamb-squash-biryani-cucumber-raita
Easy cornflake tart,Easy,Serves 8-10,,TRUE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:40 mins,,"['ready-rolled shortcrust pastry', 'plain flour; to dust', '50g butter', '125g golden syrup', '25g light brown soft sugar', 'cornflakes', 'strawberry or raspberry jam', ' to serve']",https://www.bbcgoodfood.com/recipes/ginger-chicken-green-bean-noodles
Floating islands,More effort,Serves 4,,TRUE,FALSE,FALSE,TRUE,Prep:15 mins,Cook:30 mins,,"['500ml whole milk', '2 tsp vanilla bean paste', '4 large egg yolks (save the white of 1 egg and freeze the rest for another recipe)', '100g caster sugar', '1 large egg white', '50g caster sugar', '200ml whole milk', '50g caster sugar']",https://www.bbcgoodfood.com/recipes/tomato-burrito-rice
Damson crumble,Easy,Serves 6,,TRUE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:50 mins,,"['800g-900g damsons', '50g light soft brown sugar', 'knob of butter', '1-2 tbsp sloe gin (optional)', '2 apples; peeled; cored and sliced', '250g plain flour', '150g unsalted butter; cold', '80g light soft brown sugar', '80g demerara sugar', '50g ground almonds']",https://www.bbcgoodfood.com/recipes/sticky-mango-roasted-salmon
Cherry & almond frangipane galette,Easy,Serves 4-6,,TRUE,FALSE,FALSE,FALSE,Prep:30 mins,Cook:45 mins,,"['400g cherries; pitted and halved', '1 tsp caster sugar', 'lemon juice', 'morello cherry conserve', '1 egg; beaten', '2 tbsp granulated sugar', 'clotted cream; to serve (optional)', 'white spelt flour', '1 tbsp caster sugar', '120g unsalted butter; chilled and cut into cubes', '100g whole; skin-on almonds; toasted', '15g unsalted butter', 'spelt flour', '½ tsp vanilla essence', '50g golden caster sugar', '1 egg']",https://www.bbcgoodfood.com/recipes/miso-burgers-mint-pomegranate-slaw
Blackberry & lemon fool,Easy,Serves 2,,TRUE,FALSE,FALSE,TRUE,Prep:5 mins,Cook:5 mins,,"['200g blackberries; plus extra for the topping', '3 tbsp icing sugar', 'zest and juice of ½ a lemon', '250ml double cream']",
Lemon sponge cake,Easy,Serves 10-12,,TRUE,FALSE,FALSE,FALSE,Prep:25 mins,Cook:55 mins,,"['175g unsalted butter; softened; plus extra for the tin', '175g golden caster sugar', '3 large eggs', '3 large unwaxed lemons; zested; plus 4-4 ½ tbsp juice', '250g self-raising flour', '½ tsp baking powder', 'Greek yogurt', '400g icing sugar', ' or candied peel; to serve (optional)', '2 large lemons', '200g granulated sugar']",
Chocolate & malt loaf torte,Easy,Serves 12,,TRUE,FALSE,FALSE,FALSE,Prep:30 mins,Cook:50 mins,,"['165g unsalted butter; softened; plus extra for the tin', 'malt loaf', '150g blanched hazelnuts', '300g dark chocolate', '150g golden caster sugar', '4 eggs; beaten', 'cream cheese', 'cream or crème fraîche; to serve']",
Chocolate tiffin,Easy,Serves 12-15,,TRUE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:2 mins,,"['150g butter; cubed; plus extra for the tin', '3 tbsp caster sugar', '3 tbsp golden syrup', 'cocoa powder', 'biscuits;', 'raisins', '110g milk chocolate', '110g dark chocolate']",
White chocolate cheesecake,Easy,Serves 8 - 10,,TRUE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:10 mins,,"['digestive biscuits', '150g unsalted butter; melted; plus extra to grease', '400g white chocolate; broken into pieces', 'full-fat cream cheese', 'mascarpone', '300ml double cream', '200g strawberries or raspberries; to serve']",
Self-saucing butterscotch pudding,Easy,,,TRUE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:1 hr,,"['100g butter; melted; plus a little for the dish', '275g self-raising flour', '1 tsp baking powder', '300g light brown soft sugar', '250ml whole milk', '3 large  eggs', '2 tbsp golden syrup', '4 tbsp Carnation caramel']",
Nanaimo bars,Easy,Serves 16,,TRUE,FALSE,FALSE,FALSE,Prep:25 mins,Cook:5 mins,,"['125g softened butter', '50g caster sugar', 'cocoa powder', '1 egg; beaten', 'digestive biscuits', '100g desiccated coconut', '50g chopped almonds (optional)', '100g butter; softened', '4 tbsp double cream', 'custard powder', '250g icing sugar', '150g dark chocolate', '50g butter']",
Vanilla panna cotta,Easy,Serves 4,,FALSE,FALSE,FALSE,TRUE,Prep:10 mins,Cook:5 mins,,"['2 ½ sheets gelatine', '150ml milk', '400ml double cream', '60g caster sugar', '1 vanilla pod; split lengthways', 'fresh strawberries; to serve', ' to serve']",
Chocolate-orange French toast,Easy,Serves 4,,TRUE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:15 mins,,"['brioche', 'marmalade', '40g dark chocolate; broken into pieces', '3 eggs', '300ml whole milk', '1 tsp vanilla extract', '1 orange; zested; then peeled and sliced', '¼ tsp ground cinnamon', '2 tbsp unsalted butter', '2 tbsp maple syrup', 'icing sugar; for dusting', ' or crème fraîche; to serve']",
Reuben sandwich,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:10 mins,,"['8 slices  corned beef', '100g gruyère; sliced ', '4 tbsp butter; softened', '8 thick slices  rye bread', '75g white sauerkraut', 'mayonnaise', '2 tbsp soured cream', '1 small  shallot; finely chopped', '2 tbsp parsley; finely chopped', 'pickled cucumber relish ', '½ tbsp creamed horseradish', 'Worcestershire sauce', 'hot sauce', '½ lemon; juiced ']",
"Smoked salmon, quinoa & dill lunch pot",Easy,Serves 2,,FALSE,FALSE,FALSE,TRUE,Prep:15 mins,,,"['half-fat soured cream', 'lemon juice', 'pack dill', '250g pouch ready-to-eat quinoa (we used Merchant Gourmet)', 'cucumber', '4 radishes; finely sliced', '100g smoked salmon; torn into strips']",https://www.bbcgoodfood.com/recipes/pesto-sausage-traybake
Crispy shredded chicken,Easy,"Serves 2 as a main, 4 as a sharer",,FALSE,FALSE,TRUE,FALSE,Prep:10 mins,Cook:20 mins,,"['chicken mini breast fillets', '2½ tbsp light soy sauce', ' for frying', '1 red pepper; deseeded and thinly sliced', '1 green pepper; deseeded and thinly sliced', 'cornflour', 'sweet chilli sauce', 'garlic and ginger paste', 'sesame oil', '2 spring onions; trimmed and finely sliced']",https://www.bbcgoodfood.com/recipes/moroccan-freekeh-traybake
Air fryer chicken breasts,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:18 mins - 20 mins,,"['4 chicken breasts', '½ tbsp  rapeseed oil', 'salt', 'garlic granules', 'smoked sweet paprika', 'mixed herbs', 'pepper', ' and greens such as broccoli or green beans or a green salad; to serve (optional)']",
Panuozzo sandwich,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:12 mins,,"['300g strong white bread flour; plus extra for dusting', '3g (about half a sachet) fast-action dried yeast', '1 tbsp olive oil', 'tomato;', 'cooked ham', 'mozzarella ball;', 'small handful of rocket (optional)', '6 tbsp pesto (see below for the recipe)', '1 tbsp olive oil']",https://www.bbcgoodfood.com/recipes/whole-roast-chicken-with-braised-roots-peas
Bulgur & quinoa lunch bowls,Easy,Serves 4 (makes 2 of each flavour),,TRUE,TRUE,TRUE,FALSE,Prep:5 mins,Cook:15 mins,,"['1 large onion; very finely chopped', '150g bulgur and quinoa (this comes ready mixed)', '2sprigs of  thyme', 'vegetable bouillon powder', '1 avocado; halved; destoned and chopped', '2 tomatoes; cut into wedges', '4 tbsp chopped basil', '6 Kalamata olives; halved', '2 tsp extra virgin olive oil', 'cider vinegar', '2 big handfuls of rocket', 'can chickpeas', '160g cooked beetroot; diced', '2 tomatoes; cut into wedges', '2 tbsp chopped mint', '1 tsp cumin seeds', 'several pinches of ground cinnamon', '2 tsp extra virgin olive oil', 'cider vinegar', '1 orange; cut into segments', 'toasted pine nuts']",https://www.bbcgoodfood.com/recipes/thai-mackerel-sweet-potato-traybake
Egg & avocado open sandwich,Easy,Serves 1,,TRUE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:10 mins,,"['2 medium eggs', '1 ripe avocado', 'juice 1 lime', '2 slices rye bread', '2 tsp hot chilli sauce - we used sriracha', '; to serve']",https://www.bbcgoodfood.com/recipes/cajun-chicken-traybake-with-sweet-potato-wedges-chive-dip
Lime pickle rarebit,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:20 mins,,"['25g unsalted butter', '25g plain flour', '1 tsp mustard powder', 'Worcestershire sauce', 'beer', '100g mature cheddar; grated', 'lime pickle;', 'bread', ' to serve']",https://www.bbcgoodfood.com/recipes/thai-coconut-crumbed-chicken-traybake
Roast peppers with eggs and parsley dressing,Easy,Serves 4,,FALSE,FALSE,FALSE,TRUE,Prep:10 mins,Cook:8 mins,,"['20g blanched almonds; chopped', '1 small bunch of flat-leaf parsley; chopped', '1 large garlic clove; finely chopped', 'white balsamic vinegar', '7 tbsp extra virgin olive oil', 'eggs', '250g roasted red peppers from a jar; drained and sliced into strips crusty bread; to serve']",https://www.bbcgoodfood.com/recipes/spinach-ricotta-chicken-traybake
"Turkey, bacon & avocado mini bagels",Easy,Serves 1,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,,,"['½ small; ripe avocado; peeled', 'few drops lemon juice', 'mini bagels', 'cranberry sauce', '50g sliced cooked turkey or chicken', '4 slices crispy cooked bacon', 'handful baby spinach or rocket leaves']",https://www.bbcgoodfood.com/recipes/baked-cod
Spicy chicken & avocado wraps,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:8 mins,,"['1 chicken breast (approx 180g); thinly sliced at an angle', 'generous squeeze juice 0.5 lime', '½ tsp mild chilli powder', '1 garlic clove; chopped', '1 tsp olive oil', 'seeded wraps', '1 avocado; halved and stoned', '1 roasted red pepper from a jar; sliced', 'sprigs coriander;']",https://www.bbcgoodfood.com/recipes/chicken-new-potato-traybake
Chorizo & chickpea soup,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:10 mins,,"['400g can chopped tomato', '110g pack of  chorizo  sausage (unsliced)', '140g wedge Savoy cabbage', 'sprinkling dried chilli flakes', 'can chickpea', 'chicken or vegetable stock', 'crusty bread or garlic  bread; to serve']",https://www.bbcgoodfood.com/recipes/pork-parsnip-traybake
Kale caesar salad,Easy,Serves 2 as a main or 4 as a light lunch,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:5 mins,,"['400g kale; tough stems removed and leaves torn into large pieces', '2 tbsp olive oil', '2 thick slices  sourdough; torn into chunks', '2 Little Gem lettuces; leaves separated', '1 avocado; roughly chopped (optional)', '30g parmesan; shaved', '1 garlic clove; finely grated', '2 anchovies in oil; finely chopped', '15g parmesan; finely grated', 'mayonnaise', 'white wine vinegar']",https://www.bbcgoodfood.com/recipes/roast-chicken-tray-bake
Prawn & mango salad,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,,,"['½ avocado; peeled and cut into cubes; see tip; below left', 'lemon juice', '50g small cooked prawns', 'mango', '4 cherry tomatoes; halved', 'cucumber', 'handful baby spinach leaves', 'couple of mint leaves; very finely shredded', 'sweet chilli sauce']",https://www.bbcgoodfood.com/recipes/chicken-red-pepper-almond-traybake
Egg & rocket pizzas,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:15 mins - 20 mins,,"['seeded wraps', 'a little olive oil; for brushing', '1 roasted red pepper; from a jar', '2 tomatoes', 'tomato purée', 'chopped dill', '2 tbsp chopped parsley', '2 eggs', '65g pack  rocket', '½ red onion; very thinly sliced ']",https://www.bbcgoodfood.com/recipes/curried-chicken-new-potato-traybake
Chicken pesto wrap,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,,,"['1 cooked chicken breast; shredded', 'soured cream', '2 tsp pesto', 'thin slices mild cheese', 'flour tortillas', 'handful chopped red pepper or sweetcorn kernels', 'lettuce leaves']",https://www.bbcgoodfood.com/recipes/roast-sea-bass-vegetable-traybake
Broccoli pasta salad with eggs & sunflower seeds,Easy,Serves 2,,TRUE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:10 mins,,"['2 large eggs', 'wholewheat penne', '160g broccoli florets', 'fine beans', '1 tbsp white miso paste', '1 tsp grated ginger', '1 tbsp rapeseed oil', 'sunflower seeds']",https://www.bbcgoodfood.com/recipes/salmon-pesto-traybake-baby-roast-potatoes
Storecupboard pasta salad,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,,,"['2 tsp finely chopped red onion', '1 tsp caper', '1 tbsp pesto', '2 tsp olive oil', '185g can of tuna in spring water; drained', '100g leftover pasta shapes', 'sundried tomatoes;']",https://www.bbcgoodfood.com/recipes/layered-aubergine-lentil-bake
Ultimate chorizo ciabatta,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:10 mins,,"['ciabatta', '150g pack cooking chorizo; halved lengthways', '75g pesto', '200g roasted red peppers from a jar', 'handful rocket']",https://www.bbcgoodfood.com/recipes/baked-fish-tomatoes-basil-crispy-crumbs
Veggie noodle pot,Easy,Serves 2,,TRUE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:10 mins,,"['noodles', '3 tbsp frozen peas', 'sugar snap peas', 'baby corn', '1 spring onion; sliced', '½ red pepper; deseeded and chopped', '1 tbsp reduced-salt soy sauce', '1 tsp clear honey', '½ garlic clove; crushed', 'juice 1/2 lemon', 'grating of fresh ginger (optional)', '1 tbsp olive oil', 'splash of milk', '2 eggs; beaten']",https://www.bbcgoodfood.com/recipes/smoky-cod-broccoli-orzo-bake
Chicken kiev quesadilla,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:10 mins,,"['1 large wrap or wheat tortilla', 'garlic and herb soft cheese', '50g cheddar; grated', '1 spring onion; cut in half then sliced lengthways into thick strips', '½  lemon; zested', '½ small pack flat-leaf parsley; chopped', '100g cooked chicken thigh meat; chopped into bite-sized pieces', '1 tbsp panko breadcrumbs']",https://www.bbcgoodfood.com/recipes/chicken-cacciatore-one-pot-orzo
Basic muffin recipe,Easy,Makes 20,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:25 mins,,"['2 medium  eggs', 'vegetable oil', '250ml semi-skimmed milk', '250g golden caster sugar', '400g self-raising flour (or same quantity plain flour and 3 tsp baking powder)', 'salt', '100g chocolate chips or dried fruit such as sultanas or dried cherries (optional)']",https://www.bbcgoodfood.com/recipes/all-one-chicken-wilted-spinach
Peanut butter cookies,Easy,Makes 16,,FALSE,FALSE,FALSE,TRUE,Prep:15 mins,Cook:12 mins,,"['200g peanut butter (crunchy or smooth is fine)', '175g golden caster sugar', 'fine table salt', '1 large egg']",
Lemon drizzle sponge pudding,Easy,Serves 10,,TRUE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:50 mins,,"['250g soft butter; plus extra for the dish', '380g caster sugar', '4 eggs', '250g self-raising flour', '1 tsp baking powder', '3 lemons; zested and juiced', 'cornflour', ' or cream; to serve', '50g icing sugar', '1 lemon; juiced and zested']",
Classic white loaf,Easy,16 slices,,TRUE,TRUE,TRUE,FALSE,Prep:20 mins,Cook:45 mins,,"['500g strong white flour; plus extra for dusting', '7g sachet fast-action dried yeast', 'salt', 'lukewarm water', 'a little sunflower oil; for greasing']",
Double ginger cookies,Easy,Makes 24,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:12 mins,,"['350g plain flour', '1 tbsp ground ginger', '1 tsp bicarbonate of soda', '175g light muscovado sugar', '100g butter; chopped', '8 pieces of stem ginger; chopped (not too finely); plus thin slices; to decorate (optional)', '1 large egg', '4 tbsp golden syrup', '200g bar dark chocolate; chopped']",
Lighter gingerbread,Easy,Cuts into 21 pieces,,FALSE,FALSE,FALSE,FALSE,Prep:35 mins,Cook:40 mins,,"['140g dried pitted whole dates preferably Medjool; chopped into small pieces', '75ml rapeseed oil; plus a few drops for greasing', 'black treacle', '50g maple syrup', '1 tsp finely grated fresh ginger', '1 large egg', '175ml buttermilk', '250g plain flour', '1 tsp bicarbonate of soda', '1 tbsp ground ginger', '½ tsp ground cinnamon', '50g dark muscovado sugar']",
Coconut & mango sponge,Easy,Cuts into 12 squares,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:30 mins,,"['can sliced  mango', '200g butter; softened', '225g golden caster sugar', '4 large eggs', '200g self-raising flour', '50g desiccated coconut; plus 3 tbsp for sprinkling', '140g Greek-style coconut yogurt']",
Mini chocolate cheesecakes,Easy,Makes 12,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:30 mins,,"['milk chocolate  digestive biscuits', '100g butter; melted', '500g tub ricotta', '3 eggs; beaten', '1 tsp vanilla extract', '200g cheap  dark chocolate; broken into chunks and melted', '125g icing sugar', '36 mini  chocolate eggs']",
Basic buttermilk scones,More effort,Makes 16,,TRUE,FALSE,FALSE,FALSE,Total time40 mins,,,"['350g self-raising flour', '½ tsp bicarbonate of soda', 'salt', '85g butter', '284ml carton buttermilk']",
Bara brith,Easy,Cuts into 10 slices,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:1 hr and 25 mins,,"['300g mixed fruit', '200g light muscovado sugar', 'zest 1  orange', 'hot black  tea', '350g self-raising flour', 'mixed spice', '1 large egg; beaten', '50g soft  butter; plus extra for greasing and to serve (optional)']",
Apricot shortbread,Easy,Cuts into 16 squares,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:30 mins,,"['200g dried apricot; finely chopped', 'apricot conserve', '250g pack  butter; chopped', '100g golden caster sugar; plus extra for sprinkling', '1 tsp vanilla extract', '250g plain flour', '140g ground rice']",
No-bake flapjacks,Easy,Makes 16,,TRUE,TRUE,TRUE,FALSE,Prep:10 mins,Cook:5 mins,,"['nut butter', '150ml maple syrup', '4 tbsp plant-based milk', '1 tsp vanilla extract', '200g porridge oats', 'ground flaxseeds', '½ tsp cinnamon', '125g chocolate chips  or dried fruit and nuts']",https://www.bbcgoodfood.com/recipes/easy-chocolate-molten-cakes
Dorset apple cake,Easy,Serves 8,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:40 mins,,"['115g unsalted butter; diced and chilled; plus extra for the tin', '225g self-raising flour', '2 tsp ground cinnamon', '115g light brown sugar', '1 large egg; beaten', '6-8 tbsp milk', '225g Bramley or Granny Smith  apples; peeled; cored and diced', 'sultanas', '2 tbsp demerara sugar (optional)']",https://www.bbcgoodfood.com/recipes/salted-chocolate-hazelnut-brownies
Lighter treacle tart,Easy,Serves 8,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:1 hr,,"['ready-made shortcrust pastry', 'flour; for dusting', '1 medium egg', '3 tbsp half-fat crème fraîche', '175g golden syrup', 'black treacle', ""1 small eating apple such as Cox's (total weight 140g); cored; peeled; coarsely grated"", 'fresh white breadcrumb', '1 lemon']",https://www.bbcgoodfood.com/recipes/jam-doughnut-pancakes
Fancy iced biscuits,Easy,Makes 20,,FALSE,FALSE,FALSE,FALSE,Prep:1 hr,Cook:15 mins - 17 mins,,"['300g plain flour', 'salt', '150g golden caster sugar', 'zest 3 limes', '150g cold unsalted butter; diced', '1 large egg', '1 tsp vanilla bean paste', '400g royal icing sugar', 'juice 1-2 lemons (about 75ml); or 2-4 limes', ' - we used orange; pink and yellow']",https://www.bbcgoodfood.com/recipes/no-bake-pbj-cheesecake-squares
Jammy heart drops,Easy,Makes 18 biscuits,,FALSE,FALSE,FALSE,FALSE,Prep:55 mins,Cook:8 mins - 10 mins,,"['250g pack  unsalted butter; softened', '140g golden caster sugar', '2 tsp vanilla extract', '300g plain flour', 'jar seedless  raspberry jam', 'custard', '85g icing sugar']",https://www.bbcgoodfood.com/recipes/chocolate-truffle-honeycomb-torte
Iced fairy cakes,Easy,Makes 12,,FALSE,FALSE,FALSE,FALSE,Prep:40 mins,Cook:20 mins,,"['100g caster sugar', '100g very soft butter', '100g self-raising flour', '2 eggs', '1 tsp  vanilla extract', '200g very soft  butter', '200g icing sugar', ' sprinkles; marshmallows etc']",https://www.bbcgoodfood.com/recipes/pistachio-tiramisu
Banana bread,Easy,Cuts into 8-10 slices,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:50 mins,,"['140g butter; softened; plus extra for the tin', '140g caster sugar', '2 large eggs; beaten', '140g self-raising flour', '1 tsp baking powder', '2 very ripe  bananas; mashed', '50g icing sugar', 'handful dried banana chips; for decoration']",https://www.bbcgoodfood.com/recipes/rum-raisin-sponge-pudding
Chocolate orange marble cake,Easy,Cuts into 10 slices,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:55 mins,,"['225g very soft butter; plus extra for greasing', '225g caster sugar', '225g self-raising flour', '4 large eggs; beaten', '2 tbsp milk', 'cocoa powder;', '1 large orange; zest and 1 tbsp orange juice', 'orange food colouring', '50g orange chocolate; broken into pieces']",https://www.bbcgoodfood.com/recipes/treacle-tart
School days citrus pudding,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:40 mins,,"['50g butter; softened; plus extra for greasing', '200g caster sugar', 'zest 2 lemons or 2 limes or 1 grapefruit', '100ml lemon; lime or grapefruit juice; or a mixture', '3 large eggs; separated', '50g plain flour', '250ml milk', 'icing sugar; for dusting (optional)']",https://www.bbcgoodfood.com/recipes/peach-melba-pie
Peppermint candy biscuits,Easy,Makes about 20,,FALSE,FALSE,FALSE,FALSE,Prep:25 mins,Cook:12 mins,,"['175g plain flour; plus a little extra for dusting', '100g butter; cut into small cubes', '85g caster sugar', '1 egg yolk', 'about 5  peppermint candy canes']",https://www.bbcgoodfood.com/recipes/easy-cornflake-tart
Orange & cardamom tree biscuits,Easy,Makes 25,,FALSE,FALSE,FALSE,FALSE,Prep:30 mins - 40 mins,Cook:12 mins - 15 mins,,"['cardamom pods', '200g plain flour', '50g rice flour', '140g butter', 'grated zest 1 orange', '100g icing sugar; plus extra to decorate', '1 egg yolk', ' cutters', 'cocktail sticks', ' or string']",https://www.bbcgoodfood.com/recipes/floating-islands
Spotted dick,Easy,Serves 6,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:1 hr and 30 mins,,"['250g self-raising flour', 'salt', 'shredded suet', 'currant', '80g caster sugar', 'finely grated zest 1 lemon', 'finely grated zest 1 small orange', '150ml whole milk; plus 2-3 tbsp', ' to serve']",https://www.bbcgoodfood.com/recipes/damson-crumble
Date & apple squares,Easy,Makes 8,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:35 mins,,"['225g butter; plus a little extra for greasing', '140g cooking apple; peeled; cored and chopped', '140g stoned date; chopped', '280g light soft  brown sugar', '175g plain flour', '1 tsp bicarbonate of soda', 'porridge oat']",https://www.bbcgoodfood.com/recipes/cherry-almond-frangipane-galette
Cheat's ramen noodle soup,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:20 mins,,"['chicken stock', '3 garlic cloves; halved', '4 tbsp soy sauce; plus extra to season', 'Worcestershire sauce', 'thumb-sized piece of ginger; sliced', 'Chinese five spice', 'pinch of chilli powder', '1 tsp white sugar (optional)', 'ramen noodles', '400g sliced cooked pork or chicken breast', 'sesame oil', '100g baby spinach', '4 tbsp sweetcorn', '4 boiled eggs; peeled and halved', 'dried nori;', 'sliced green spring onions or shallots', 'sesame seeds']",https://www.bbcgoodfood.com/recipes/blackberry-lemon-fool
